CRN,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,DEC_LAT,DEC_LONG,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,INTERSECTION_RELATED,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROAD_CONDITION,ROADWAY_CLEARED,SCH_BUS_IND,SCH_ZONE_IND,SECONDARY_CRASH,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_AREA,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WEATHER1,WEATHER2,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,WZ_WORKERS_INJ_KILLED
2021015230,2336.0,0,0,0,0,0,0,0,0,0,7,0,,67,2,2021,7,40.0555,-75.0858,2336.0,6,0,0,0,0,0,0,0,0,,0,0,0,23,3,0,1,,1,40 03:19.900,3.0,0,75 05:08.873,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,5,2,100.0,N,N,N,0,,0,0,1,3,2,N,2309,0,1,0,0,0,0,0,3,4,0,1,6,,N,,,,,,,,,,,
2021015833,1045.0,1,0,0,0,0,0,0,0,0,1,0,,67,2,2021,5,39.9924,-75.2192,1045.0,6,0,0,0,0,0,0,0,0,,0,0,0,9,1,1,0,N,0,39 59:32.700,,99,75 13:09.230,4,0,0,0,67301,1,0,0,N,0,0,0,2,67301,1,,4,6,,N,N,N,0,,0,0,1,0,0,,915,1,2,0,0,0,0,1,3,4,0,2,10,4.0,N,,,,,,,,,,,
2021016574,1543.0,0,0,0,0,0,0,0,0,0,7,1,45.0,67,2,2021,6,40.0117,-75.0603,1527.0,6,0,0,0,0,0,0,0,0,,0,1,0,15,1,0,0,N,1,40 00:42.256,1.0,0,75 03:37.074,0,0,0,0,67301,0,0,0,Y,0,0,0,1,68K01,0,,4,1,1630.0,N,N,N,0,,0,0,0,0,0,N,1527,0,1,0,0,0,0,0,3,4,0,1,3,,Y,4.0,1.0,Y,N,N,N,N,N,N,Y,N
2021015919,922.0,0,0,0,0,0,0,0,0,0,7,1,,67,2,2021,2,40.0435,-75.1139,911.0,6,0,0,0,0,0,0,0,0,,0,1,0,8,1,0,0,N,2,40 02:36.654,6.0,0,75 06:49.981,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,3,1,956.0,N,N,N,0,,0,0,0,0,0,Y,846,0,1,0,0,0,0,0,3,4,0,1,4,,N,,,,,,,,,,,
2021015117,759.0,2,0,0,0,0,0,0,0,0,1,0,55.0,67,2,2021,6,40.0223,-75.0384,752.0,6,0,0,0,0,0,0,2,0,,0,0,0,7,1,0,0,N,1,40 01:20.157,2.0,0,75 02:18.386,0,0,0,0,67301,0,0,0,N,0,0,0,4,68K01,0,,1,1,845.0,N,N,N,0,,0,0,2,0,0,N,742,0,4,0,0,0,0,0,3,4,0,4,4,4.0,Y,2.0,1.0,Y,N,N,N,N,N,N,Y,N
2021032499,4.0,1,0,0,0,0,0,0,0,0,98,0,,67,4,2021,4,40.0146,-75.0553,2351.0,6,0,0,0,0,0,0,0,0,,0,0,0,23,3,0,0,N,2,40 00:52.630,2.0,0,75 03:19.112,0,0,0,0,67301,0,0,0,N,0,0,0,1,68K01,0,,1,1,1245.0,N,N,Y,0,,0,0,0,0,0,N,2351,0,1,0,0,0,0,0,3,4,0,1,3,,N,,,,,,,,,,,
2021031275,8.0,1,0,0,0,0,0,0,0,0,4,0,,67,4,2021,2,40.0469,-75.1385,6.0,6,0,0,0,0,0,0,0,0,,0,1,0,21,3,0,0,N,0,40 02:48.945,,0,75 08:18.533,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,1,1,,N,N,N,0,,0,0,0,0,0,,2140,0,2,0,0,0,0,0,3,4,0,2,3,,N,,,,,,,,,,,
2021031018,1909.0,1,0,0,0,0,0,0,0,0,7,0,,67,4,2021,1,39.9094,-75.1635,1853.0,6,0,0,0,0,0,1,0,0,,0,0,0,18,1,1,0,N,0,39 54:33.700,,0,75 09:48.690,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,2,1,,N,N,N,0,,1,0,0,0,0,,1844,1,1,0,0,0,0,0,3,4,0,1,3,3.0,N,,,,,,,,,,,
2021031962,12.0,3,0,0,0,0,0,0,0,0,1,0,,67,4,2021,4,40.0327,-75.0722,9.0,6,0,0,0,0,0,0,0,0,,0,0,0,23,3,0,1,N,0,40 01:57.808,,0,75 04:19.924,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,1,1,,N,N,N,0,,0,0,0,0,0,,2345,0,3,0,0,0,0,0,3,4,0,3,3,3.0,N,,,,,,,,,,,
2021015025,2025.0,1,0,0,0,0,0,0,0,0,8,0,,67,2,2021,6,40.1084,-75.0263,2020.0,6,0,0,0,0,0,0,0,0,,0,0,0,20,3,1,2,,0,40 06:30.079,,0,75 01:34.665,8,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,,1,1,,N,N,N,0,,0,0,0,3,2,,2015,1,2,0,0,1,1,0,3,4,0,1,4,,N,,,,,,,,,,,
2021015834,440.0,0,0,0,0,0,0,0,0,0,8,0,,67,2,2021,7,39.9624,-75.2439,436.0,6,0,0,0,0,0,0,0,0,,0,0,0,3,6,1,0,N,9,39 57:44.572,,0,75 14:37.989,8,0,0,0,67301,1,0,0,N,1,0,0,1,67301,0,,9,99,,N,N,N,0,,0,0,0,9,9,U,309,1,2,0,0,0,1,0,3,4,0,1,3,,N,,,,,,,,,,,
2021031867,40.0,0,0,0,0,0,0,0,0,0,5,0,,67,4,2021,7,39.8929,-75.197,24.0,6,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,N,1,39 53:34.289,2.0,3,75 11:49.250,9,0,0,0,67301,0,0,0,N,0,0,0,2,68K01,0,,1,1,114.0,N,N,N,1,,0,0,1,0,0,N,23,0,2,0,0,0,0,1,3,4,0,2,3,,N,,,,,,,,,,,
2021030746,1103.0,3,0,0,0,0,0,0,0,0,1,0,,67,3,2021,6,39.9583,-75.1655,1156.0,6,0,0,0,0,0,1,0,0,,0,0,0,10,1,1,6,N,1,39 57:30.032,3.0,2,75 09:55.981,8,0,0,0,67301,0,0,0,N,0,0,0,3,68K01,0,,1,1,1200.0,N,N,N,0,,0,0,0,3,2,N,1052,1,3,0,0,0,1,0,3,4,0,3,3,,N,,,,,,,,,,,
2021016653,1435.0,2,0,0,0,0,0,0,0,0,1,0,99.0,67,2,2021,3,39.9736,-75.1218,1435.0,6,0,0,0,0,0,0,0,0,,0,0,0,13,1,1,0,N,9,39 58:25.045,,0,75 07:18.460,4,0,0,0,67301,0,0,0,N,0,0,0,2,67301,1,,1,1,,N,N,N,0,,0,0,0,0,0,U,1348,1,2,0,0,0,0,1,3,4,0,2,3,,Y,3.0,1.0,N,N,N,N,Y,N,N,N,N
2021031516,425.0,1,0,0,0,0,0,0,0,0,1,0,,67,4,2021,7,40.0115,-75.0608,425.0,6,0,0,0,0,0,0,0,0,,0,0,0,4,3,0,0,N,0,40 00:41.333,,0,75 03:38.733,9,0,0,0,67301,0,0,0,N,0,0,0,2,68K01,0,,1,1,,N,N,N,0,,0,0,0,0,0,,406,0,2,0,0,0,0,1,3,4,0,2,3,,N,,,,,,,,,,,
2021031271,245.0,1,0,0,0,0,0,0,0,0,4,0,,67,4,2021,2,39.922,-75.2347,235.0,6,0,0,0,0,0,0,0,0,,0,0,0,1,3,0,0,N,0,39 55:19.140,,3,75 14:04.990,9,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,6,1,,N,N,N,1,,0,0,0,0,0,,126,0,2,0,0,0,0,1,3,4,0,2,3,3.0,N,,,,,,,,,,,
2021032128,1417.0,1,0,0,0,0,0,0,0,0,1,0,,67,4,2021,5,40.0215,-75.1259,1406.0,6,0,0,0,0,0,1,0,0,,0,0,0,12,1,1,0,Y,9,40 01:17.420,,0,75 07:33.080,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,1,,N,N,N,0,,1,0,1,3,2,U,1248,1,2,0,0,0,0,1,3,4,0,2,3,3.0,N,,,,,,,,,,,
2021016667,118.0,1,0,0,0,0,0,0,0,0,4,0,,67,2,2021,3,39.9905,-75.1242,118.0,6,0,0,0,0,0,0,0,0,,0,0,0,1,3,1,0,N,0,39 59:25.760,,1,75 07:27.250,4,0,0,0,67301,0,0,0,N,0,0,0,1,67301,1,,1,9,,N,N,N,0,,0,0,1,0,0,,118,1,2,0,0,0,0,0,3,4,0,2,7,7.0,N,,,,,,,,,,,
2021016567,804.0,2,0,0,0,0,0,0,0,0,1,0,,67,2,2021,5,39.8837,-75.2447,804.0,6,0,0,0,0,0,0,0,0,,0,0,0,7,1,0,0,N,0,39 53:01.173,,0,75 14:40.998,0,0,0,0,67301,0,0,0,N,0,0,0,1,68K01,0,,2,6,,N,N,N,0,,0,0,0,0,0,,743,0,2,0,0,0,0,0,3,4,0,2,10,,N,,,,,,,,,,,
2021030123,1745.0,1,0,0,0,0,0,0,0,0,4,1,,67,3,2021,2,39.9175,-75.2127,1741.0,6,0,0,0,0,0,0,0,0,,0,1,0,17,1,0,0,N,0,39 55:02.946,,0,75 12:45.897,0,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,,1,1,,N,N,N,0,,0,0,2,0,0,,1704,0,4,0,0,3,0,0,3,4,0,4,3,3.0,N,,,,,,,,,,,
2021016884,1050.0,1,0,0,0,0,0,0,0,0,2,0,,67,2,2021,5,40.0053,-75.1908,1037.0,6,0,0,0,0,0,0,0,0,,0,0,0,10,1,0,0,N,0,40 00:19.250,,0,75 11:26.965,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,7,,N,N,N,0,,0,0,1,0,0,,1015,0,2,0,0,2,0,0,3,4,0,2,10,9.0,N,,,,,,,,,,,
2021015537,950.0,0,0,0,0,0,0,0,0,0,1,2,,67,2,2021,1,39.9166,-75.218,918.0,6,0,0,0,0,0,0,0,0,,0,2,0,8,1,0,0,N,2,39 54:59.753,3.0,0,75 13:04.750,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,1,2,200.0,N,N,Y,1,,0,0,0,0,0,Y,800,0,3,0,0,0,0,0,3,4,0,3,4,4.0,N,,,,,,,,,,,
2021015245,600.0,1,0,0,0,0,0,0,0,0,2,1,,67,2,2021,6,40.0028,-75.1619,545.0,6,0,0,0,0,0,1,0,0,,0,1,0,5,3,1,0,N,2,40 00:09.928,6.0,7,75 09:42.922,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,1,650.0,N,N,N,0,,0,0,0,3,7,Y,540,1,3,0,0,1,1,0,3,4,1,3,3,3.0,N,,,,,,,,,,,
2021015920,2146.0,2,0,0,0,0,0,0,0,0,4,0,,67,1,2021,7,40.0038,-75.1905,2140.0,6,0,0,0,0,0,0,0,0,,1,0,0,21,3,3,0,N,2,40 00:13.744,5.0,0,75 11:25.869,1,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,2.0,1,1,300.0,N,N,N,0,0.0,1,2,0,0,0,Y,2130,3,2,0,0,0,0,0,3,4,0,2,3,3.0,N,,,,,,,,,,,
2021032124,1243.0,2,0,0,0,0,0,0,0,0,2,0,,67,4,2021,3,39.9753,-75.2455,1243.0,6,0,0,0,0,0,0,0,0,,0,0,0,12,1,0,1,,0,39 58:31.251,,0,75 14:43.798,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,1,,N,N,N,0,,0,0,0,3,2,,1243,0,2,0,0,2,0,0,3,4,0,2,3,3.0,N,,,,,,,,,,,
2021030954,1934.0,1,0,0,0,0,0,0,0,0,1,0,,67,3,2021,4,40.0154,-75.1498,1925.0,6,0,0,0,0,0,0,0,0,,0,0,0,19,3,0,0,N,1,40 00:55.582,1.0,0,75 08:59.228,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,1,9,100.0,N,N,N,0,,0,0,1,0,0,N,1920,0,2,0,0,0,0,0,3,4,0,2,7,7.0,N,,,,,,,,,,,
2021015233,50.0,1,0,0,0,0,0,0,0,0,2,0,,67,2,2021,1,39.9152,-75.2292,44.0,6,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,,0,39 54:54.689,,0,75 13:45.286,3,0,0,0,67301,2,0,0,N,0,0,0,3,67301,0,,1,2,,N,N,N,1,,1,0,0,3,3,,44,1,2,0,0,0,0,0,3,4,0,2,6,9.0,N,,,,,,,,,,,
2021016748,1916.0,1,0,0,0,0,0,0,0,0,0,0,,67,2,2021,4,39.9923,-75.1944,1906.0,6,0,0,0,0,0,0,0,0,,0,0,0,19,2,1,0,N,0,39 59:32.321,,0,75 11:39.767,8,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,1,2,,N,N,N,0,,0,0,0,0,0,,1906,1,1,0,0,0,1,0,3,4,0,1,3,3.0,N,,,,,,,,,,,
2021030652,2353.0,1,0,0,0,0,0,0,0,0,1,0,,67,4,2021,6,40.0102,-75.1855,2353.0,6,0,0,0,0,0,0,0,0,,0,0,0,23,3,1,0,N,0,40 00:36.652,,0,75 11:07.868,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,,1,1,,N,N,N,1,,1,0,0,0,0,,2353,1,2,0,0,2,0,0,3,4,0,2,3,3.0,N,,,,,,,,,,,
2021031762,1420.0,2,0,0,0,0,0,0,0,0,4,0,,67,4,2021,6,39.904,-75.2401,1418.0,6,0,0,0,0,0,0,0,0,,0,0,0,14,1,5,2,,0,39 54:14.563,,0,75 14:24.409,3,0,0,0,67301,0,0,0,N,0,0,0,5,67301,0,,1,1,,N,N,N,0,,4,0,0,3,2,,1418,5,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2021032249,1531.0,1,0,0,0,0,0,0,0,0,4,0,,67,4,2021,3,40.0123,-75.1137,1524.0,6,0,0,0,0,1,0,0,0,,0,0,0,15,1,2,0,N,0,40 00:44.190,,0,75 06:49.360,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,,1,1,,N,N,N,0,,2,0,1,0,0,,1508,2,2,0,0,0,0,0,3,4,0,2,3,3.0,N,,,,,,,,,,,
2021015527,908.0,2,0,0,0,0,0,0,0,0,4,0,,67,2,2021,2,40.0062,-75.1518,907.0,6,0,0,0,1,0,0,1,0,,0,0,0,9,1,2,1,,2,40 00:22.276,5.0,0,75 09:06.943,8,0,0,0,67301,0,0,0,N,0,0,0,2,67505,0,,1,1,1040.0,N,N,N,0,,0,0,0,3,2,Y,906,2,2,0,0,0,2,0,3,4,0,2,3,3.0,N,,,,,,,,,,,
2022002920,653.0,0,0,0,0,0,0,0,0,0,1,0,,67,12,2021,3,39.8869,-75.2432,638.0,6,0,0,0,0,0,2,0,0,,0,0,0,6,1,2,0,N,1,39 53:12.857,2.0,2,75 14:35.649,3,0,0,0,67301,0,0,0,N,0,0,0,9,68K01,0,,1,1,710.0,N,N,N,0,,1,0,2,0,0,N,626,2,3,0,0,0,1,0,3,4,1,3,3,,N,,,,,,,,,,,
2022012402,,2,0,0,0,0,0,0,0,0,4,0,,67,4,2021,1,40.0154,-75.138,,6,0,0,0,0,0,0,0,0,,0,0,0,99,1,1,1,,0,40 00:55.465,,0,75 08:16.749,8,0,0,0,67301,0,0,0,N,0,0,0,2,00000,0,,1,1,,N,N,N,0,,0,0,0,3,2,,9999,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2022014432,,1,0,0,0,0,0,0,0,0,5,1,,67,11,2021,7,40.0005,-75.1948,,6,0,0,0,0,0,0,0,0,,0,1,0,3,3,1,0,N,0,40 00:01.931,,0,75 11:41.324,8,0,0,0,67301,0,0,0,N,0,0,0,2,00000,0,,1,1,,N,N,N,0,,0,0,0,0,0,,330,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2022024070,,1,0,0,0,0,0,0,0,0,4,0,,67,12,2021,5,39.9746,-75.1995,,6,0,0,0,0,0,0,0,0,,0,0,0,11,1,1,1,,0,39 58:28.550,,2,75 11:58.153,8,0,0,0,67301,0,0,0,N,0,0,0,2,00000,0,,1,1,,N,N,N,0,,0,0,1,3,2,,1145,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2022014515,345.0,0,0,0,0,0,0,0,0,0,5,0,,67,12,2021,5,39.9551,-75.2402,340.0,6,0,0,0,0,0,0,0,0,,0,0,0,3,3,0,0,N,0,39 57:18.480,,0,75 14:24.610,9,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,,6,1,,N,N,N,1,,0,0,1,0,0,,340,0,3,0,0,0,0,1,3,4,1,3,3,,N,,,,,,,,,,,
2022024059,,2,0,0,0,0,0,0,0,0,4,0,,67,12,2021,5,39.9294,-75.2184,,6,0,0,0,0,0,0,0,0,,0,0,0,14,1,1,1,,0,39 55:45.681,,0,75 13:06.159,8,0,0,0,67301,0,0,0,N,0,0,0,2,00000,0,,1,1,,N,N,N,0,,0,0,0,3,3,,1400,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2022012389,,1,0,0,0,0,0,0,0,0,1,0,,67,3,2021,4,40.0152,-75.1699,,6,0,0,0,0,0,0,1,0,,0,0,0,17,1,1,1,,0,40 00:54.888,,0,75 10:11.461,8,0,0,0,67301,0,0,0,N,0,0,0,2,00000,0,,1,1,,N,N,N,0,,0,0,0,3,2,,1715,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2022014514,30.0,1,0,0,0,0,0,0,0,0,4,0,,67,12,2021,1,39.9609,-75.245,28.0,6,0,0,0,0,0,1,0,0,,0,0,0,0,3,0,1,,0,39 57:39.339,,0,75 14:42.036,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,,1,1,,N,N,N,0,,0,0,0,3,2,,19,0,2,0,0,2,0,0,3,4,1,2,3,3.0,N,,,,,,,,,,,
2022011942,,1,0,0,0,0,0,0,0,0,4,0,,67,6,2021,4,39.9992,-75.1551,,6,0,0,0,1,0,0,0,0,,0,0,0,12,1,1,2,,0,39 59:57.026,,0,75 09:18.482,8,0,0,0,67301,0,0,0,N,0,0,0,2,00000,0,,1,1,,N,N,N,0,,0,0,1,3,3,,1230,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
2022024067,,0,0,0,0,0,0,0,0,0,1,0,,67,11,2021,3,40.0648,-75.2397,,6,0,0,0,0,0,1,0,0,,0,0,0,20,1,1,0,Y,0,40 03:53.326,,0,75 14:23.093,8,0,0,0,67301,0,0,0,N,0,0,0,2,00000,0,,1,1,,N,N,N,0,,0,0,1,3,2,,2000,1,2,0,0,0,1,0,3,4,0,2,3,,N,,,,,,,,,,,
